driver_id,total_ride_count,total_distance,total_duration,total_earnings,perday_ridecount_var,perday_ridecount_mean,accept_response_time_mean,accept_response_time_var,arrival_time_mean,arrival_time_var,wait_time_mean,wait_time_var,speed_mean,speed_var,long_ride,med_ride,short_ride,evening_ride,morning_ride,night_ride,cluster,total_lifetime_value
01674381af7edd264113d4e6ed55ecda,375,3123644,357443,5379.6448656708335,26.285225885225888,4.1208791208791204,12.528,4958.6028235294125,216.488,29344.549989304804,8.208,29344.549989304804,26.994018458875278,29344.549989304804,39.0,76.0,260.0,0.0,350.0,25.0,1,107592.89731341667
028b5a4dcd7f4924ebfabcf2e814c014,363,2952621,350569,5196.137772304167,31.322100122100135,3.989010989010989,16.47658402203857,5394.7087043209585,259.06887052341597,24871.705188499764,12.223140495867769,24871.705188499764,26.675376769191082,24871.705188499764,45.0,54.0,264.0,93.0,257.0,13.0,1,103922.75544608333
08a1491d6a804e0af969f08252ddbbd8,571,3817091,534352,8113.056038804162,30.40146520146519,6.274725274725275,8.401050788091068,467.4441392447848,190.41330998248688,25419.86396288444,8.714535901926444,25419.86396288444,22.18736896694693,25419.86396288444,41.0,70.0,460.0,362.0,128.0,81.0,1,162261.12077608323
08b2b063cce8d02495c4b880293f153c,522,3803441,500369,7617.735752220839,34.44078144078144,5.736263736263736,10.559386973180077,339.9091343643592,273.6666666666667,34665.50479846448,4.628352490421456,34665.50479846448,23.22663541764702,34665.50479846448,44.0,53.0,425.0,199.0,312.0,11.0,1,152354.71504441678
0f346940b7c9dc770d408b1063ed2f81,468,3414984,456786,7463.321674195838,27.568253968253945,5.142857142857143,17.083333333333332,5139.836723768736,200.9594017094017,31145.17393711452,-0.75,31145.17393711452,22.808285780553497,31145.17393711452,37.0,69.0,362.0,168.0,172.0,128.0,1,149266.43348391674
100979abe35f7761f333bb7e63649767,470,3081690,413721,6023.022942966671,28.916971916971928,5.164835164835165,9.74468085106383,428.288617701765,269.30212765957447,29238.006605271523,7.870212765957447,29238.006605271523,23.535436387304717,29238.006605271523,33.0,67.0,370.0,69.0,365.0,36.0,1,120460.45885933342
113d6a61dd3bd21e5bc39bc19197f0f4,509,3255782,392747,5973.872467845828,24.31062271062269,5.593406593406593,10.524557956777995,1026.0372894203545,218.06090373280944,17153.26203146513,7.823182711198428,17153.26203146513,25.573926106170905,17153.26203146513,33.0,62.0,414.0,79.0,364.0,66.0,1,119477.44935691656
11506b81721ca68ef019764de3d8edbd,647,4646637,608921,8987.987152733329,47.25445665445663,7.1098901098901095,9.327666151468316,286.90794856948736,288.86398763523954,36303.23224599363,1.8052550231839257,36303.23224599363,23.932437299075836,36303.23224599363,61.0,100.0,486.0,232.0,369.0,46.0,1,179759.7430546666
12933735316b452a5bc6a933d1a38124,542,2892598,402705,6563.598399591666,32.1091575091575,5.956043956043956,9.619926199261993,429.2637796618259,231.61623616236162,15399.856149947811,1.7804428044280443,15399.856149947811,23.37932554846866,15399.856149947811,24.0,56.0,462.0,366.0,42.0,134.0,1,131271.9679918333
1682c469cb12aa06b06d93ab87c3836a,406,2791118,328210,5198.873858141669,22.673504273504268,4.461538461538462,10.746305418719212,681.5922702669832,297.79556650246303,37878.91365930793,8.08128078817734,37878.91365930793,27.503004566000797,37878.91365930793,30.0,58.0,318.0,187.0,177.0,42.0,1,103977.47716283338
17235b165b78a09be9cd7f9abc1e833a,682,4405457,607557,8980.672352495842,44.91941391941389,7.4945054945054945,11.567448680351907,745.890451337303,189.64369501466277,21418.22087795675,6.368035190615836,21418.22087795675,22.526579917806217,21418.22087795675,43.0,90.0,549.0,237.0,443.0,2.0,1,179613.44704991684
1936275dcb0942dc60a378839fae4730,296,3257844,281724,4892.226295804169,13.990964590964591,3.2527472527472527,9.844594594594595,104.87746220797065,439.5371621621622,36448.75793632617,4.04054054054054,36448.75793632617,37.203925414890115,36448.75793632617,38.0,100.0,158.0,21.0,274.0,1.0,1,97844.52591608338
1989ad384dd8ab8f43fd19822c36aeac,347,2969414,285969,4740.838272987494,9.309157509157512,3.8131868131868134,15.193083573487032,887.8209924872144,416.4899135446686,52020.16969565722,0.10662824207492795,52020.16969565722,31.900364676405587,52020.16969565722,39.0,58.0,250.0,146.0,145.0,56.0,1,94816.76545974988
19e1cdfeaf90239d8585e6a78136a403,737,3877262,538860,8467.357417425,20.645665445665454,8.098901098901099,10.734056987788332,522.554178219574,159.90637720488468,13921.264320689039,10.440976933514246,13921.264320689039,23.855415900141075,13921.264320689039,18.0,103.0,616.0,352.0,46.0,339.0,1,169347.14834850002
1a2af09b492ba2519c5b4aec478642a7,254,3257150,312081,4915.569639287501,12.411477411477426,2.791208791208791,12.106299212598426,501.0044660919362,356.51181102362204,52950.14017615389,7.559055118110236,52950.14017615389,31.48713599448021,52950.14017615389,64.0,44.0,146.0,111.0,124.0,19.0,1,98311.39278575001
1aee4c95edf898beee1a8b49a1f898b0,288,3336783,277771,4824.139180079168,17.71697191697193,3.1648351648351647,12.61111111111111,404.87262872628725,514.6770833333334,91223.43891550525,-3.5625,91223.43891550525,36.87555969432022,91223.43891550525,56.0,61.0,171.0,146.0,129.0,13.0,1,96482.78360158336
1b9ddecea8eb99bc37f9b0711546f1c0,620,3818877,452022,7575.7883810916655,52.17582417582411,6.813186813186813,13.45,1280.1412762520201,255.08870967741936,25616.155284277447,-0.12903225806451613,25616.155284277447,26.592164159069885,25616.155284277447,38.0,78.0,504.0,266.0,181.0,173.0,1,151515.7676218333
1c6e8fbca23da68279d93b2de6eaa3d1,467,3057890,355201,6005.338877579168,44.51575091575093,5.131868131868132,11.4389721627409,680.8476624605983,262.86081370449676,24628.84539246947,2.411134903640257,24628.84539246947,26.991699875443913,24628.84539246947,26.0,63.0,378.0,170.0,93.0,204.0,1,120106.77755158336
1d92784a09b1d1f85b05508e33261efb,316,3170372,306161,5092.417789287501,11.385347985347972,3.4725274725274726,12.177215189873417,819.0542093630697,274.38291139240505,24973.132278481007,2.9651898734177213,24973.132278481007,32.20605787318723,24973.132278481007,59.0,49.0,208.0,187.0,37.0,92.0,1,101848.35578575003
1e836fdeba5bcacf45438c08bfcf4fa3,567,3289504,470168,6994.887888604162,58.93504273504271,6.230769230769231,11.07583774250441,116.62144695595816,210.50970017636683,23037.571902206775,7.548500881834215,23037.571902206775,21.590955325830908,23037.571902206775,37.0,40.0,490.0,185.0,348.0,34.0,1,139897.75777208325
21eb2a893ddf647ee9d307d873a697b7,551,3115328,434418,6929.271823583322,53.852503052503046,6.054945054945055,10.537205081669692,941.1545223560472,172.04174228675137,16782.7418907771,9.272232304900182,16782.7418907771,23.320188808404087,16782.7418907771,26.0,59.0,466.0,275.0,188.0,88.0,1,138585.43647166644
22d43c4cd79a3cbab663d9eadd1e5995,373,5604577,453944,8154.216439800004,16.601221001221013,4.0989010989010985,12.959785522788204,643.8236472657036,339.3163538873995,41397.86201677763,9.836461126005362,41397.86201677763,36.51159306939347,41397.86201677763,129.0,49.0,195.0,150.0,171.0,52.0,1,163084.32879600007
2422c0748699c412f9759b2897484061,468,2858433,401059,5944.276908979163,26.368253968253974,5.142857142857143,8.788461538461538,55.76457749958818,312.5213675213675,48442.93530262265,2.1709401709401708,48442.93530262265,23.131186972556506,48442.93530262265,21.0,65.0,382.0,279.0,90.0,99.0,1,118885.53817958325
25061f5683655c7cc6e503eb0383c96e,364,3551029,349100,6053.438949233332,23.177777777777777,4.0,13.175824175824175,1362.4152816880091,226.98076923076923,26657.264091968646,3.131868131868132,26657.264091968646,30.489277766541385,26657.264091968646,62.0,42.0,260.0,180.0,110.0,74.0,1,121068.77898466664
2678d03ea513d10988818e77c5915b75,569,3093902,463420,6993.468843783336,47.146520146520146,6.252747252747253,8.17750439367311,269.1920282680263,198.20386643233743,14358.169632911717,5.6889279437609845,14358.169632911717,21.807023009195163,14358.169632911717,28.0,58.0,483.0,275.0,84.0,210.0,1,139869.37687566673
26dd952cf82f0d354e4007476748a1dc,643,4906971,560900,8880.786379004168,35.37338217338217,7.065934065934066,10.312597200622085,692.9254952689646,185.95645412130636,17371.02925345078,9.671850699844478,17371.02925345078,26.428287350833656,17371.02925345078,77.0,78.0,488.0,355.0,103.0,185.0,1,177615.72758008336
26efe85697b050171e2ac92d11f75605,466,3668193,456287,6696.318602950001,21.374114774114783,5.1208791208791204,10.092274678111588,588.8495315889055,261.31974248927037,34295.559910471224,5.682403433476395,34295.559910471224,25.156210211383073,34295.559910471224,47.0,72.0,347.0,181.0,239.0,46.0,1,133926.37205900002
290c05b6d7e38c64bae2535b5d1d27f2,328,2877288,326505,4970.439873474997,11.952869352869357,3.6043956043956045,19.033536585365855,3833.7083519803073,423.5670731707317,73777.01077795179,0.06402439024390244,73777.01077795179,28.023577162898352,73777.01077795179,35.0,67.0,226.0,145.0,182.0,1.0,1,99408.79746949993
297e507cc9f1da096e51c2223657255b,588,4737694,574650,8655.26342051666,61.76239316239317,6.461538461538462,11.23469387755102,998.2378402809163,285.1241496598639,47497.21283999122,8.517006802721088,47497.21283999122,25.667631058246503,47497.21283999122,73.0,71.0,444.0,188.0,317.0,83.0,1,173105.2684103332
